#,Song,Artist,Popularity,BPM,Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
11,"Laisse courir","Lou de la Falaise",0,100,"pop française","Sans espoir ni desespoir",2023-02-24,02:59,60,59,44,0,50,0,10,-6,A Major,4,-,1dxCI4KuVhWHxbqeYMomSf,"undefined",11B,FR9W12136716
12,"Breathe","Bomel",43,95,"nu disco, disco house","Breathe",2019-04-26,03:47,67,65,39,70,15,0,10,-8,G Minor,4,-,3KiFuk2Oi6VBqEFmjszNdN,"undefined",6A,TCAEE1938678
13,"Entre toi pi moi pi la corde de bois","Lisa LeBlanc",19,110,"","Chiac Disco",2022-03-18,04:10,71,49,52,1,64,0,10,-11,A Minor,4,-,3Io0HWD0irtDY3H3P1QP6a,"undefined",8A,CAZ842100065
14,"Bringing Back The Feel","Árstíðir",17,62,"néofolk","BLIK",2023-09-15,02:28,60,50,73,0,85,0,10,-9,C Major,3,-,3cyBZHLvdGyrQVONYuw4us,"undefined",8B,ISV442224502
15,"This Is How We Walk On The Moon","Arthur Russell",39,103,"art pop, minimalisme","Another Thought",1993-02-19,04:43,82,16,81,0,54,0,20,-20,F#/G♭ Minor,4,-,74LbkcDTjFV1WtMmTAtORI,"undefined",11A,US2392100162
16,"Death is the New Sex","Tunng",2,100,"","Tunng Presents...Dead Club",2020-11-06,04:14,57,46,6,20,31,0,10,-11,G Major,4,-,4bzr8IobSqYn0iNedEKd63,"undefined",9B,GBJXP2039002
17,"The Earth Before Us","Porcelain Raft",24,129,"chillwave, dream pop","Microclimate",2017-02-03,01:28,48,43,85,24,20,0,10,-9,G Minor,4,-,1GoQ8JRsLaCYJS9qqHz49f,"undefined",6A,TCACS1698051
18,"Smile","Café del mundo",39,138,"","Beloved Europa",2018-09-28,03:34,77,43,82,79,96,0,10,-14,F#/G♭ Minor,4,-,7Hcs6G4u7MWsVuIgCM3Odo,"undefined",11A,DED991800155
19,"Be My Lover","La Bouche",68,135,"eurodance","Best Of La Bouche feat. Melanie Thornton (feat. Melanie Thornton)",2003-03-28,04:00,66,96,0,0,79,0,90,-3,C♯/D♭ Minor,4,-,3vSn1frPgFcRXrjWOfhMLl,"undefined",12A,DED160200012
20,"Nunca Es Suficiente","Natalia Lafourcade",70,178,"folk latino, bolero, indie latino, musique alternative latino","Hasta la Raíz (Edición Especial)",2015-11-13,03:57,70,61,51,0,85,0,10,-9,D Minor,4,-,2niUiaoJDCzNldW0pV66zb,"undefined",7A,MXF011400583
21,"PIMP","Bacao Rhythm & Steel Band",55,167,"","55",2016-05-06,03:14,67,86,46,81,96,10,10,-5,D#/E♭ Minor,4,-,5aJI7OzC1n3XKVLgYAxgwj,"undefined",2A,QZ2L61600001
22,"La puce","Blundetto",22,140,"dub, reggae","Cousin Zaka Vol. 2",2022-04-22,02:50,82,37,80,92,76,0,0,-11,D Minor,4,-,3jsnp108bXspKTaO4kM4LG,"undefined",7A,FRPZ92204630
23,"Talk Me Down","Willy Mason",35,148,"indie folk","Carry On",2012-01-01,03:04,67,63,81,0,52,10,0,-6,C Major,4,-,6zL7ng2LCs8yj8lcfe0YgL,"undefined",8B,GBUM71205747
24,"Tú Sí Sabes Quererme (feat. Los Macorinos)","Natalia Lafourcade,Los Macorinos",65,170,"folk latino, bolero, indie latino, musique alternative latino, trova","Musas (Un Homenaje al Folclore Latinoamericano en Manos de Los Macorinos, Vol. 1)",2017-05-05,04:04,66,46,78,0,79,10,10,-11,C♯/D♭ Minor,4,-,6p3yxt0uJJshAS3CT0znQg,"undefined",12A,MXF011600414
25,"PEAU NEUVE","NACH",26,177,"pop française, chanson, house française, variété française","PEAU NEUVE",2023-10-20,03:40,36,52,85,0,38,0,30,-10,B Minor,3,-,73ojZIGVBRRm1id37vuRji,"undefined",10A,DGA062384749
26,"Wounded Bird","Ryder The Eagle",26,185,"","Free Porn",2019-04-12,04:19,41,43,11,18,61,0,30,-9,A Minor,4,-,4Q0foEd2WywiiUKdUhaGfM,"undefined",8A,TCAEE1919875
27,"Titan Anthem","Tribeqa",36,94,"","Experiment",2016-04-22,02:04,67,16,99,97,28,0,0,-19,B Minor,3,-,3OSTKSw5Dtu2oA8qGsPcSN,"undefined",10A,FR05P7400107
28,"J'veux pas","Camille Hardouin",29,59,"chanson","Mille bouches",2017-04-28,01:50,61,30,71,52,3,10,10,-17,G Major,4,-,4Trlsx7V3RsB1GuQj70Cwv,"undefined",9B,FR23U1600008
29,"We're Never Coming Home","Molly Nilsson",46,143,"coldwave, dark wave, synthpop","These Things Take Time",2009-09-01,03:47,80,46,89,1,78,0,0,-8,A Minor,4,-,41ExyRHV6Yib5ZsqIroFMn,"undefined",8A,SEYVA0900311
30,"Dream Baby Dream - Single Edit","Suicide",43,144,"protopunk, post-punk, krautrock","Dream Baby Dream EP",2007-01-01,03:13,59,84,1,58,95,0,0,-9,C♯/D♭ Minor,4,-,4NR9l4ca4iOJ93sJX37IeT,"undefined",12A,FR6T50704805
31,"Fugue In D Minor","Egg",35,90,"rock progressif, krautrock, art rock","Egg",1970-00-00,02:49,33,47,0,88,38,0,10,-14,D Minor,4,-,5Ib4wQ84DGKGyJieNF5FZN,"undefined",7A,DESK91890904
32,"Les vacances à la montagne","LISZA",30,92,"","Charango",2020-08-14,03:38,74,72,31,0,75,0,10,-8,D#/E♭ Minor,4,-,31MhvycYEgo6MgJlgDBozo,"undefined",2A,BEDR12000004
33,"Summertime","Parov Stelar,Maya Bensalem",33,125,"électro swing, swing, nu jazz, ","The Demon Diaries",2015-05-01,04:44,43,45,71,51,27,0,10,-11,A#/B♭ Minor,4,-,2wae5OnZ2PfyhY73qIuMB3,"undefined",3A,ATE611500010
34,"Souterrains","KCIDY",21,95,"pop psychédélique, pop française","Les Gens Heureux",2021-05-14,03:18,68,41,18,0,38,0,10,-12,D#/E♭ Major,4,-,0VyzG8q6Ddt6yyuPUSqba8,"undefined",5B,FR5PI2000195
35,"Pesanteur","Poppy Fusée",32,120,"","Better Place",2024-01-19,02:35,70,61,63,10,40,0,10,-8,C Major,4,-,0PvRNAwyiZWBoBqZp3qtWw,"undefined",8B,FR9W12142070
36,"Across the Universe","Fiona Apple",60,130,"art pop, chamber pop","Pleasantville -Music From The Motion Picture",1998-10-13,05:07,58,48,43,0,55,0,10,-11,E Major,4,-,6ZQgooEk8PvsLxedYaT6Oa,"undefined",12B,USSM19803669
37,"Sun, Moon, Stars","Siv Jakobsen,Ane Brun",22,147,"","Gardening",2023-01-20,04:35,32,26,89,6,17,0,10,-15,A Minor,3,-,1xDdCVtDdz0fBhrOuxOO3P,"undefined",8A,NOTXB2201100
38,"Billie Bossa Nova","Billie Eilish",78,110,"","Happier Than Ever",2021-07-30,03:16,90,39,22,3,55,10,10,-11,G Minor,4,-,2KnuaZYoGzDoHiBTNYOTXG,"undefined",6A,USUM72105927
39,"Baby Go - Synapson Remix","David Walters,Synapson",23,100,"","Nocturne Remixes",2021-10-01,07:25,72,32,39,13,56,0,0,-14,B Minor,4,-,20cp3hq1zk9lqMajRTZflm,"undefined",10A,FR4EO2100053
40,"Seventeen","Sophia Kennedy",33,88,"art pop","Monsters",2021-05-07,05:34,55,50,20,38,14,0,0,-12,G Major,4,-,1tRKGaCETfIKLqi0kp3jeH,"undefined",9B,DED622100038
41,"1908","Tony Canto",0,0,"","Moltiplicato",2016-11-04,03:29,0,21,87,0,0,0,10,-13,B Minor,0,-,19wxP8pv3sRzp7hiwd8GSq,"undefined",10A,ITT531600145
42,"Like","Comaneci",21,0,"","You a Lie",2010-01-13,03:07,0,8,97,0,0,0,10,-16,C Major,0,-,481VSiMF4VgRm49O6DiffQ,"undefined",8B,ITI730901019
43,"Two - Instrumental","K. BHTA",32,90,"entehno","2.0 (Mousiki Apo Tin Parastasi Tou Dimitri Papaioannou)",2006-12-08,03:46,60,53,16,94,48,0,30,-10,G#/A♭ Minor,4,-,1w1BjZPV4QMgngLYT1ISBH,"undefined",1A,GRLE10600692
44,"Receiver","The/Das",33,123,"","Freezer",2014-08-15,03:59,70,31,76,12,18,0,10,-16,G#/A♭ Minor,4,-,5zsfsy1WazAYIbmtRZ2W5c,"undefined",1A,DEAH11400304
45,"Coffin Knocker","Clark",22,65,"idm, glitch","Kiri Variations",2019-07-26,01:32,54,2,97,95,30,0,10,-20,F#/G♭ Major,4,-,5tLIWIza5c9u3oDsMJEplQ,"undefined",2B,UKQ7N1900005
46,"Mr Fear","Martha Da'ro",32,110,"","PHILOPHOBIA",2023-11-17,03:18,66,23,40,4,11,0,20,-14,E Minor,4,-,2cU8r3qOF3Glv74Cbfc7E5,"undefined",9A,QMFME2365442
47,"The Seed","Typh Barrow",43,111,"","Visions",2014-04-25,02:14,78,36,73,0,62,0,10,-6,A Minor,4,-,4iqq7BcDWbImAhIpkhS025,"undefined",8A,BEBU31400010
48,"Part Two - In My Own Way","Ray LaMontagne",36,126,"","Ouroboros",2016-03-04,06:36,55,28,80,17,6,0,10,-11,F#/G♭ Major,4,-,3S3siqFECq9XTgLHSGF1no,"undefined",2B,USRC11502085
49,"Cherished Memories","Showa Manabe",34,134,"","Pluto (Soundtrack from the Netflix Series)",2023-10-26,03:37,21,14,98,92,7,0,10,-18,E Minor,5,-,2Veoczt5DnKTnOEqD8HVmv,"undefined",9A,JPVI02303935
50,"Lullaby for the children we'll never have","Tonnerre",13,78,"","Ripples",2023-01-23,01:31,43,24,89,77,32,0,10,-16,G Minor,4,-,19Iq6NLOcHkrRHey3HC6Tp,"undefined",6A,QZFZ32351561
51,"Moonroad","Goodbye Karelle",17,119,"art rock","Hugh Greene & the Lucies Made Me",2023-09-15,03:26,67,32,2,10,46,0,10,-9,C♯/D♭ Minor,4,-,1AxYsd1piLYQBovNvd86Up,"undefined",12A,CAQRK2200023
52,"Sandala","Balkan Paradise Orchestra",11,180,"électro swing","K'ataka",2018-03-09,03:26,72,59,58,88,46,10,0,-9,A#/B♭ Major,4,-,2BM20leAnu2nPpvHc8268f,"undefined",6B,ES56S1800074
53,"Darkness at Noon","ALA.NI",25,147,"","You & I",2016-06-03,03:52,32,24,99,2,16,0,10,-11,F Minor,3,-,3gkwjVHnD2CrfYkkOKcKBf,"undefined",4A,FR2W61500025
54,"Angola","Kavita Shah,Bau",27,96,"fado","Cape Verdean Blues",2023-09-15,05:05,73,36,92,0,53,0,10,-12,A#/B♭ Minor,4,-,600hb1ZuWzll4mGDZq7Knx,"undefined",3A,QZYFQ2300001
55,"Endless Summer","Sébastien Schuller",27,149,"","Heat Wave",2014-09-01,04:44,55,57,6,1,94,0,0,-8,C Minor,4,-,2ApnQJGyPyGxVRERbU7xby,"undefined",5A,USUTU1000004
56,"Soledad y el Mar (feat. Los Macorinos)","Natalia Lafourcade,Los Macorinos",65,93,"folk latino, bolero, indie latino, musique alternative latino, trova","Musas (Un Homenaje al Folclore Latinoamericano en Manos de Los Macorinos, Vol. 1)",2017-05-05,03:34,73,18,90,0,62,0,10,-15,C♯/D♭ Minor,4,-,1Xtz05nIgJiEYdncfd1w8h,"undefined",12A,MXF011600417
57,"Egyptian Music","Magon",24,88,"","In the Blue",2021-12-03,03:19,64,40,1,4,47,0,10,-12,D Major,4,-,4wDO3rOaSwXvmAAEsZ1uOw,"undefined",10B,FR9W12109897
58,"The Bright New Year (2015 Remaster)","Bert Jansch",16,110,"folk, folk rock, folk acoustique, country blues","Birthday Blues",2015-10-12,01:35,66,10,93,1,56,0,0,-20,A Minor,4,-,00Pr9okZJD8PoDA0WIp8UP,"undefined",8A,GB5KW1501463
59,"Paul - 2023 Remaster","Big Thief",66,123,"","Masterpiece (2023 Remaster)",2016-00-00,03:03,47,34,13,0,23,0,10,-9,B Major,4,-,5CBqLg9XdeEHcknJX0fZIJ,"undefined",1B,GBAFL2300465
60,"Two Wrongs","Samana",0,112,"","Dharma",2023-05-26,06:09,30,41,40,10,14,0,10,-10,F Minor,4,-,4uGJXn1fxI3hHVAgCYs4cI,"undefined",4A,UK9AV2201597
61,"I've Been Thinking","Handsome Boy Modeling School,Cat Power",49,80,"trip-hop, jazz rap, slowcore, auteurs-compositeurs-interprètes","White People",2004-09-01,05:24,71,48,50,0,43,0,10,-9,F Minor,4,-,1fkzveZvT3aROlm6BJrp69,"undefined",4A,USEE10413011
62,"Rails of the Night","Kids Return",1,97,"","Rails of the Night",2023-12-01,04:00,54,46,28,86,25,0,10,-8,D Major,3,-,57qJCSxKFD5Q4tpR3EJDwC,"undefined",10B,FRECE2300010
63,"Lockers","Chapelier Fou",34,120,"trip-hop","Kalia",2016-05-27,02:31,93,55,97,84,63,0,10,-9,G Minor,4,-,4tnDNAZEeYl1oTZUVQctrs,"undefined",6A,FR24Q1536011
64,"Contaminado","La Femme",50,105,"pop française, house française","Teatro Lúcido",2022-11-04,04:03,61,67,81,90,47,0,0,-7,D Minor,4,-,1jzAG6RmGFw86Il8BWXRKG,"undefined",7A,FR9W12215128
65,"Polaroid Picture","Mogli",17,106,"","The Spotify EP",2015-10-16,03:09,64,61,6,0,11,0,10,-4,C Minor,4,-,0Lb9h2yAbte9V0Ebqc1hSZ,"undefined",5A,DEQG11400003
66,"Paris","Mynth",25,75,"","SHADES | MYNTH",2020-11-06,02:58,70,47,35,76,21,0,30,-10,G Major,4,-,45FN5LZDg0F9Xthqxbg0wh,"undefined",9B,ATFX22040007
67,"Mother Forgot","Tora",45,119,"","Can't Buy the Mood",2019-08-09,03:08,58,37,78,2,53,0,10,-11,A Minor,4,-,2nJfOivqiAKX6r1gxu6QhT,"undefined",8A,AUOPK1700030
68,"Whatever You Like","Joan As Police Woman",35,87,"chamber pop","Cover",2009-11-02,04:23,60,64,1,0,22,0,20,-7,G Minor,4,-,3JajI9zpB3ptKMdv4f98fD,"undefined",6A,GBLDH1600109
69,"Jungle","Tash Sultana",69,146,"","Notion",2017-03-01,05:15,59,70,28,0,51,0,0,-6,C♯/D♭ Minor,4,-,1KTObLMW9mwk2iPjP3daHb,"undefined",12A,AUBEC1601210
70,"Mais","Lucie Antunes",27,90,"","Carnaval",2023-04-14,03:50,63,73,72,84,55,0,0,-11,F#/G♭ Minor,3,-,5igP1itNl7hgfTd5PCslad,"undefined",11A,FRT092200138
71,"Je ne veux pas de ton amour","Barbara Weldens",32,124,"chanson","Le grand H de l'homme",2016-00-00,02:36,70,32,88,0,69,20,0,-5,C♯/D♭ Minor,4,-,73BIOMpwcH2LK1c8jDFqaA,"undefined",12A,FR9W11611166
72,"Agape","Bear's Den",58,150,"folk-pop, indie folk","Islands",2014-10-17,04:16,45,53,1,0,20,0,0,-10,E Major,4,-,3KU0ucfc9uTEgo1ngqHPVi,"undefined",12B,GB6TW1400045
73,"HAHA","Charlotte Adigéry,Bolis Pupul",44,100,"","Topical Dancer",2022-03-04,03:26,78,68,3,57,48,0,0,-8,A#/B♭ Minor,4,-,0QtfQYHhejBLZshrh684K3,"undefined",3A,UKS362100084
74,"L'amour dans les années 60 - Piano Version","Lilian Barbe",32,146,"","L'amour dans les années 60",2023-06-28,01:45,37,5,90,93,20,0,10,-22,F Major,4,-,5t1Rzrj54mDOoqhkR6scSF,"undefined",7B,DGA052313556
75,"Let It Go","Peter Broderick",43,145,"néo-classique, minimalisme","Blackberry",2020-08-28,07:14,39,26,79,47,13,0,10,-13,E Minor,3,-,1aqM9zbWTRFmq2moQg0i5V,"undefined",9A,GBWZD2013506
76,"Lost and found","Isaac Delusion",51,120,"","Lost and found",2024-01-26,04:02,66,62,3,6,39,0,20,-7,D#/E♭ Major,4,-,6MMEa398lg04laP9v8Q1YM,"undefined",5B,FRPGV2300068
77,"It's Alright","Great Mountain Fire",28,80,"","Canopy",2011-05-22,04:10,54,38,58,60,18,0,10,-11,A Minor,4,-,6kQ8uxq0wW91tgBeyxXscW,"undefined",8A,FR6V80660263
78,"Strange Effect (Killing Eve)","Unloved,Raven Violet",50,182,"","Strange Effect (Killing Eve)",2020-04-27,02:41,53,47,13,1,43,0,10,-12,D Major,4,-,2jiozkiIJZvTYEz58j6UFh,"undefined",10B,GBPVV2003107
79,"Life Worth Living","LAUREL",56,102,"","DOGVIOLET",2018-08-24,04:04,71,60,56,0,39,0,10,-5,F Minor,4,-,1mCvM05OlYWQd77RDxCTLD,"undefined",4A,GBKPL1663866
80,"Residue","Benjamin Clementine",31,176,"art pop","And I Have Been",2022-10-28,03:13,73,23,63,0,49,0,10,-10,F Minor,4,-,0DJ4WbO2XI6mWVOGU59fif,"undefined",4A,QZNWV2224684
81,"visions","Sepalot,Malva",26,118,"","neverlost",2023-07-07,03:22,78,75,20,1,81,0,50,-6,A#/B♭ Minor,4,-,2TwmYJKMQjNf4uxfnzMidM,"undefined",3A,DEOL52300003
82,"Doroga Domoi","Alexey Arkhipovskiy",24,119,"","Doroga Domoi",2012-11-22,05:10,47,63,85,73,91,0,10,-13,A Minor,4,-,5iKxvmFXJbJ9IfC3I5GnCv,"undefined",8A,DEH741210052
83,"Notion","Tash Sultana",61,184,"","Notion",2017-03-01,05:40,24,42,39,1,7,0,10,-7,E Minor,3,-,6TLGmbTgp7hJ7jsDTTHRzw,"undefined",9A,AUW631100929
84,"Rromano bijav (Romany Wedding)","Boban i Marko Markovic Orkestar",31,115,"","Go Marko Go!",2007-11-09,03:25,88,90,68,90,95,0,0,-8,G#/A♭ Major,4,-,5i9raExc1knIO8k4y8LNqz,"undefined",4B,DEL120702101
85,"Sure Thing","Widowspeak",29,119,"dream pop, chillwave","Plum",2020-08-28,03:07,94,29,90,68,74,0,10,-13,E Major,4,-,4ZKMnzPbCQvHV9Vygb85Ex,"undefined",12B,QMMZN2002055
86,"Night Train","Al Lethbridge",35,136,"","The Road Less Travelled",2012-09-01,03:02,40,32,80,94,4,0,10,-12,F Minor,4,-,0X3xZ99xijHP00GzLL419z,"undefined",4A,GBAZC1240005
87,"Hobbes","Tyler Burkhart",45,130,"","2012-2016",2019-03-01,02:28,63,5,97,75,42,0,10,-29,E Major,3,-,45l28o0SMnqjq4I7RYwOtt,"undefined",12B,SEYOK1911032
88,"Saudade","Thievery Corporation",54,200,"trip-hop, downtempo, acid jazz, lounge","Saudade",2014-03-25,02:08,67,50,80,70,53,0,10,-10,D Minor,4,-,6nVT7yKO7jV4Qw6PZ9B0PK,"undefined",7A,USESL1222007
89,"Insert (The Fall)","Mononome",31,120,"trip-hop, lo-fi beats, nu jazz","The Boy That Fell From The Sky",2022-05-13,01:24,54,39,58,96,7,0,10,-19,F Minor,4,-,6zYdY4vb0VIFrXZScpgW4M,"undefined",4A,DEQ022290418
90,"Must Be a Dream","Tempesst",49,80,"","Must Be a Dream",2020-09-30,03:58,45,46,78,16,36,0,10,-10,D Minor,3,-,2eYioW6oELrn623Sm2c8Dm,"undefined",7A,FR96X2064659
91,"Cupid - Twin Ver.","FIFTY FIFTY",12,120,"k-pop","The Beginning",2023-09-22,02:53,79,66,32,0,67,0,20,-6,D Major,4,-,3yphjkz7V5xFXdfBEXVKL6,"undefined",10B,KSA012239181
92,"Gentle Approach","Laurent Dury",33,120,"","Modern Chamber Music",2023-07-01,01:34,70,15,99,90,70,0,10,-20,D Minor,4,-,2AkwgnLgvvdU9QNje2pcr6,"undefined",7A,FRD602320463
93,"Bebé Durmiendo Cumbia","Elijah Minnelli",33,134,"dub","Bebé Durmiendo Cumbia",2019-04-26,03:57,82,36,25,0,63,30,50,-9,C Major,4,-,1vtkNVW78sPsiOhRJuux85,"undefined",8B,FR2X41916477
94,"Turkish Coffee","BALTHVS",54,88,"","Cause & Effect",2022-03-04,03:37,75,55,37,90,83,10,40,-8,G Minor,4,-,5ft9A4rISW2RA026LeLKtW,"undefined",6A,SE6XY2170403
95,"No Room","Nana Adjoa",41,145,"","Big Dreaming Ants",2020-09-24,03:29,56,44,46,5,31,0,10,-12,A Major,3,-,79DiDt5WgGywp6OUvlch1c,"undefined",11B,NL2MK2000004
96,"Nomadics","Mounika.",29,89,"lo-fi beats","Don't Look at Me",2023-05-12,04:35,71,41,74,87,10,20,40,-13,D Major,4,-,7AhSVBK15dUWKlfqnyPp5a,"undefined",10B,FXQ132200092
97,"Who By Fire","Skinny Pelembe,Beth Orton",28,85,"jazz indie, auteurs-compositeurs-interprètes","Who By Fire",2023-09-14,02:59,55,63,0,62,42,0,10,-8,G Major,4,-,2L1f1Z7lUleocWWWg4JRKR,"undefined",9B,USBQU2300275
98,"Untitled, Pt. 2","Ocelote Rojo",1,81,"","Untitled, Pt. 2",2018-10-16,03:06,76,48,46,12,45,0,0,-10,E Major,4,-,6A73HARNBapJanSSB641f2,"undefined",12B,QZ93L1820320
99,"In The Dark","Owlle",30,134,"","Heavy Weather",2018-10-12,03:31,68,52,20,0,54,0,10,-6,F Minor,4,-,2NdcFKNX740O0ZdQ7fNKuu,"undefined",4A,FRZ051700608
100,"Milky Way","Nouel",31,126,"","Nouel introducing: Short Stories",2023-05-26,03:09,79,32,86,0,59,0,10,-14,B Minor,4,-,7pFur1PAy16HiJG1qDrqc6,"undefined",10A,DKKB12100101
